cpmPriceInEuro;semanticSegmentProviderId;semanticSegmentTypeId;semanticSegmentName;description;parentId;parentIds;isRoot;hasChildren;semanticSegmentId;semanticSegmentProviderName;semanticSegmentTypeName;semanticSegmentNameClean;levels
0.05;18;6;Indonesian;Content in Indonesian;;;True;False;19144;grapeshotv2;language;indonesian;['indonesian']
0.15;7;6;Indonesian;;;;True;False;3968;sirdata;language;indonesian;['indonesian']
0.05;14;6;Indonesian;;;;True;False;18406;equativ;language;indonesian;['indonesian']
0.05;18;6;Interlingua;Content in Interlingua;;;True;False;19146;grapeshotv2;language;interlingua;['interlingua']
0.05;14;6;Interlingua;;;;True;False;18407;equativ;language;interlingua;['interlingua']
0.05;18;6;Interlingue;Content in Interlingue;;;True;False;19148;grapeshotv2;language;interlingue;['interlingue']
0.05;14;6;Inuktitut;;;;True;False;18408;equativ;language;inuktitut;['inuktitut']
0.05;18;6;Inuktitut;Content in Inuktitut;;;True;False;19149;grapeshotv2;language;inuktitut;['inuktitut']
0.05;18;6;Inupiak;Content in Inupiak;;;True;False;19152;grapeshotv2;language;inupiak;['inupiak']
0.05;18;6;Irish;Content in Irish;;;True;False;19154;grapeshotv2;language;irish;['irish']
0.05;14;6;Italian;;;;True;False;18409;equativ;language;italian;['italian']
0.05;18;6;Italian;Content in Italian;;;True;False;19156;grapeshotv2;language;italian;['italian']
0.15;7;6;Italian;;;;True;False;3969;sirdata;language;italian;['italian']
0.15;7;6;Japanese;;;;True;False;3970;sirdata;language;japanese;['japanese']
0.05;18;6;Japanese;Content in Japanese;;;True;False;19157;grapeshotv2;language;japanese;['japanese']
0.05;14;6;Japanese;;;;True;False;18410;equativ;language;japanese;['japanese']
0.05;14;6;Javanese;;;;True;False;18411;equativ;language;javanese;['javanese']
0.05;18;6;Javanese;Content in Javanese;;;True;False;19159;grapeshotv2;language;javanese;['javanese']
0.05;18;6;Kannada;Content in Kannada;;;True;False;19161;grapeshotv2;language;kannada;['kannada']
0.05;14;6;Kanuri;;;;True;False;18412;equativ;language;kanuri;['kanuri']
0.05;18;6;Kashmiri;Content in Kashmiri;;;True;False;19163;grapeshotv2;language;kashmiri;['kashmiri']
0.05;18;6;Kazakh;Content in Kazakh;;;True;False;19165;grapeshotv2;language;kazakh;['kazakh']
0.05;18;6;Khasi;Content in Khasi;;;True;False;19167;grapeshotv2;language;khasi;['khasi']
0.05;14;6;Khmer;;;;True;False;18413;equativ;language;khmer;['khmer']
0.05;18;6;Khmer;Content in Khmer;;;True;False;19169;grapeshotv2;language;khmer;['khmer']
0.05;18;6;Kinyarwanda;Content in Kinyarwanda;;;True;False;19172;grapeshotv2;language;kinyarwanda;['kinyarwanda']
0.05;18;6;Korean;Content in Korean;;;True;False;19173;grapeshotv2;language;korean;['korean']
0.15;7;6;Korean;;;;True;False;3971;sirdata;language;korean;['korean']
0.05;14;6;Korean;;;;True;False;18414;equativ;language;korean;['korean']
0.05;18;6;Krio;Content in Krio;;;True;False;19176;grapeshotv2;language;krio;['krio']
0.05;14;6;Kurdish;;;;True;False;18415;equativ;language;kurdish;['kurdish']
0.05;18;6;Kurdish;Content in Kurdish;;;True;False;19177;grapeshotv2;language;kurdish;['kurdish']
0.05;18;6;Kyrgyz;Content in Kyrgyz;;;True;False;19179;grapeshotv2;language;kyrgyz;['kyrgyz']
0.05;20;6;Language : Chinese;;;;True;False;21533;peer39;language;chinese;['chinese']
0.05;20;6;Language : Dutch;;;;True;False;21534;peer39;language;dutch;['dutch']
0.05;20;6;Language : English;;;;True;False;21535;peer39;language;english;['english']
0.05;20;6;Language : French;;;;True;False;21536;peer39;language;french;['french']
0.05;20;6;Language : German;;;;True;False;21537;peer39;language;german;['german']
0.05;20;6;Language : Italian;;;;True;False;21538;peer39;language;italian;['italian']
0.05;20;6;Language : Japanese;;;;True;False;21539;peer39;language;japanese;['japanese']
0.05;20;6;Language : Polish;;;;True;False;21540;peer39;language;polish;['polish']
0.05;20;6;Language : Portuguese;;;;True;False;21541;peer39;language;portuguese;['portuguese']
0.05;20;6;Language : Russian;;;;True;False;21542;peer39;language;russian;['russian']
0.05;20;6;Language : Spanish;;;;True;False;21543;peer39;language;spanish;['spanish']
0.05;20;6;Language : Turkish;;;;True;False;21544;peer39;language;turkish;['turkish']
0.05;14;6;Lao;;;;True;False;18416;equativ;language;lao;['lao']
0.05;18;6;Laothian;Content in Laothian;;;True;False;19182;grapeshotv2;language;laothian;['laothian']
0.05;14;6;Latin;;;;True;False;18417;equativ;language;latin;['latin']
0.05;18;6;Latin;Content in Latin;;;True;False;19184;grapeshotv2;language;latin;['latin']
0.05;14;6;Latvian;;;;True;False;18418;equativ;language;latvian;['latvian']
0.05;18;6;Latvian;Content in Latvian;;;True;False;19186;grapeshotv2;language;latvian;['latvian']
0.05;18;6;Limbu;Content in Limbu;;;True;False;19188;grapeshotv2;language;limbu;['limbu']
0.05;14;6;Lingala;;;;True;False;18419;equativ;language;lingala;['lingala']
0.05;18;6;Lingala;Content in Lingala;;;True;False;19189;grapeshotv2;language;lingala;['lingala']
0.05;14;6;Lithuanian;;;;True;False;18420;equativ;language;lithuanian;['lithuanian']
0.05;18;6;Lithuanian;Content in Lithuanian;;;True;False;19191;grapeshotv2;language;lithuanian;['lithuanian']
0.05;18;6;Lozi;Content in Lozi;;;True;False;19195;grapeshotv2;language;lozi;['lozi']
0.05;18;6;Luba Lulua;Content in Luba Lulua;;;True;False;19197;grapeshotv2;language;luba lulua;['luba lulua']
0.05;18;6;Luo Kenya And Tanzania;Content in Luo Kenya And Tanzania;;;True;False;19199;grapeshotv2;language;luo kenya and tanzania;['luo kenya and tanzania']
0.05;18;6;Luxembourgish;Content in Luxembourgish;;;True;False;19201;grapeshotv2;language;luxembourgish;['luxembourgish']
0.05;18;6;Macedonian;Content in Macedonian;;;True;False;19203;grapeshotv2;language;macedonian;['macedonian']
0.05;18;6;Malagasy;Content in Malagasy;;;True;False;19204;grapeshotv2;language;malagasy;['malagasy']
0.15;7;6;Malay;;;;True;False;3972;sirdata;language;malay;['malay']
0.05;14;6;Malay;;;;True;False;18421;equativ;language;malay;['malay']
0.05;18;6;Malay;Content in Malay;;;True;False;19207;grapeshotv2;language;malay;['malay']
0.05;18;6;Malayalam;Content in Malayalam;;;True;False;19208;grapeshotv2;language;malayalam;['malayalam']
0.05;18;6;Maltese;Content in Maltese;;;True;False;19211;grapeshotv2;language;maltese;['maltese']
0.05;14;6;Maltese;;;;True;False;18422;equativ;language;maltese;['maltese']
0.05;18;6;Manx;Content in Manx;;;True;False;19212;grapeshotv2;language;manx;['manx']
0.05;18;6;Maori;Content in Maori;;;True;False;19214;grapeshotv2;language;maori;['maori']
0.05;18;6;Marathi;Content in Marathi;;;True;False;19215;grapeshotv2;language;marathi;['marathi']
0.05;14;6;Marshallese;;;;True;False;18423;equativ;language;marshallese;['marshallese']
0.05;18;6;Mauritian Creole;Content in Mauritian Creole;;;True;False;19217;grapeshotv2;language;mauritian creole;['mauritian creole']
0.05;18;6;Mongolian;Content in Mongolian;;;True;False;19220;grapeshotv2;language;mongolian;['mongolian']
0.05;14;6;Mongolian;;;;True;False;18424;equativ;language;mongolian;['mongolian']
0.05;18;6;Montenegrin;Content in Montenegrin;;;True;False;19221;grapeshotv2;language;montenegrin;['montenegrin']
0.05;18;6;Nauru;Content in Nauru;;;True;False;19223;grapeshotv2;language;nauru;['nauru']
0.05;14;6;Navajo;;;;True;False;18425;equativ;language;navajo;['navajo']
0.05;14;6;Ndonga;;;;True;False;18426;equativ;language;ndonga;['ndonga']
0.05;18;6;Nepali;Content in Nepali;;;True;False;19224;grapeshotv2;language;nepali;['nepali']
0.05;18;6;Newari;Content in Newari;;;True;False;19226;grapeshotv2;language;newari;['newari']
0.05;18;6;Norwegian;Content in Norwegian;;;True;False;19232;grapeshotv2;language;norwegian;['norwegian']
0.05;14;6;Norwegian;;;;True;False;18427;equativ;language;norwegian;['norwegian']
0.15;7;6;Norwegian;;;;True;False;3973;sirdata;language;norwegian;['norwegian']
0.05;18;6;Norwegian New;Content in Norwegian New;;;True;False;19234;grapeshotv2;language;norwegian new;['norwegian new']
0.05;14;6;Norwegian Nynorsk;;;;True;False;18428;equativ;language;norwegian nynorsk;['norwegian nynorsk']
0.05;18;6;Nyanja;Content in Nyanja;;;True;False;19236;grapeshotv2;language;nyanja;['nyanja']
0.05;14;6;Occitan;;;;True;False;18429;equativ;language;occitan;['occitan']
0.05;18;6;Occitan;Content in Occitan;;;True;False;19238;grapeshotv2;language;occitan;['occitan']
0.05;18;6;Oriya;Content in Oriya;;;True;False;19240;grapeshotv2;language;oriya;['oriya']
0.05;18;6;Oromo;Content in Oromo;;;True;False;19242;grapeshotv2;language;oromo;['oromo']
0.05;18;6;Ossetian;Content in Ossetian;;;True;False;19245;grapeshotv2;language;ossetian;['ossetian']
0.05;18;6;Pampanga;Content in Pampanga;;;True;False;19247;grapeshotv2;language;pampanga;['pampanga']
0.05;18;6;Pashto;Content in Pashto;;;True;False;19249;grapeshotv2;language;pashto;['pashto']
0.05;18;6;Pedi;Content in Pedi;;;True;False;19252;grapeshotv2;language;pedi;['pedi']
0.05;14;6;Persian;;;;True;False;18430;equativ;language;persian;['persian']
0.15;7;6;Persian;;;;True;False;3974;sirdata;language;persian;['persian']
0.05;18;6;Persian;Content in Persian;;;True;False;19253;grapeshotv2;language;persian;['persian']
0.05;18;6;Polish;Content in Polish;;;True;False;19256;grapeshotv2;language;polish;['polish']
0.15;7;6;Polish;;;;True;False;3975;sirdata;language;polish;['polish']
0.05;14;6;Polish;;;;True;False;18431;equativ;language;polish;['polish']
0.05;14;6;Portuguese;;;;True;False;18432;equativ;language;portuguese;['portuguese']
0.05;18;6;Portuguese;Content in Portuguese;;;True;False;19257;grapeshotv2;language;portuguese;['portuguese']
0.15;7;6;Portuguese;;;;True;False;3976;sirdata;language;portuguese;['portuguese']
0.05;18;6;Punjabi;Content in Punjabi;;;True;False;19260;grapeshotv2;language;punjabi;['punjabi']
0.05;18;6;Quechua;Content in Quechua;;;True;False;19262;grapeshotv2;language;quechua;['quechua']
0.05;18;6;Rajasthani;Content in Rajasthani;;;True;False;19265;grapeshotv2;language;rajasthani;['rajasthani']
0.05;18;6;Rhaeto Romance;Content in Rhaeto Romance;;;True;False;19266;grapeshotv2;language;rhaeto romance;['rhaeto romance']
0.05;18;6;Romanian;Content in Romanian;;;True;False;19268;grapeshotv2;language;romanian;['romanian']
0.15;7;6;Romanian;;;;True;False;3977;sirdata;language;romanian;['romanian']
0.05;14;6;Romanian;;;;True;False;18433;equativ;language;romanian;['romanian']
0.0;20;27;Mobile Apps : App Usage;;;;True;True;22845;peer39;mobile app;s : app usage;['s', 'app usage']
0.15;20;27;Mobile Apps : App Usage : High;;22845.0;[22845];False;False;22846;peer39;mobile app;s : app usage : high;['s', 'app usage', 'high']
0.15;20;27;Mobile Apps : App Usage : Low;;22845.0;[22845];False;False;22847;peer39;mobile app;s : app usage : low;['s', 'app usage', 'low']
0.15;20;27;Mobile Apps : App Usage : Medium;;22845.0;[22845];False;False;22848;peer39;mobile app;s : app usage : medium;['s', 'app usage', 'medium']
0.0;20;27;Mobile Apps : Content Advisory Rating;;;;True;True;22849;peer39;mobile app;s : content advisory rating;['s', 'content advisory rating']
0.15;20;27;Mobile Apps : Content Advisory Rating : Everyone 4+;;22849.0;[22849];False;False;22850;peer39;mobile app;s : content advisory rating : everyone 4+;['s', 'content advisory rating', 'everyone 4+']
0.15;20;27;Mobile Apps : Content Advisory Rating : High Maturity 18+;;22849.0;[22849];False;False;22851;peer39;mobile app;s : content advisory rating : high maturity 18+;['s', 'content advisory rating', 'high maturity 18+']
0.15;20;27;Mobile Apps : Content Advisory Rating : Kids 18 and Under;;22849.0;[22849];False;False;22852;peer39;mobile app;s : content advisory rating : kids 18 and under;['s', 'content advisory rating', 'kids 18 and under']
0.15;20;27;Mobile Apps : Content Advisory Rating : Low Maturity 9+;;22849.0;[22849];False;False;22853;peer39;mobile app;s : content advisory rating : low maturity 9+;['s', 'content advisory rating', 'low maturity 9+']
0.15;20;27;Mobile Apps : Content Advisory Rating : Medium Maturity 12+;;22849.0;[22849];False;False;22854;peer39;mobile app;s : content advisory rating : medium maturity 12+;['s', 'content advisory rating', 'medium maturity 12+']
0.15;20;27;Mobile Apps : Content Advisory Rating : Not Rated;;22849.0;[22849];False;False;22855;peer39;mobile app;s : content advisory rating : not rated;['s', 'content advisory rating', 'not rated']
0.05;18;6;Rundi;Content in Rundi;;;True;False;19270;grapeshotv2;language;rundi;['rundi']
0.15;7;6;Russian;;;;True;False;3978;sirdata;language;russian;['russian']
0.05;14;6;Russian;;;;True;False;18434;equativ;language;russian;['russian']
0.05;18;6;Russian;Content in Russian;;;True;False;19273;grapeshotv2;language;russian;['russian']
0.05;18;6;Samoan;Content in Samoan;;;True;False;19276;grapeshotv2;language;samoan;['samoan']
0.05;18;6;Sango;Content in Sango;;;True;False;19277;grapeshotv2;language;sango;['sango']
0.05;14;6;Sanskrit;;;;True;False;18435;equativ;language;sanskrit;['sanskrit']
0.05;18;6;Sanskrit;Content in Sanskrit;;;True;False;19280;grapeshotv2;language;sanskrit;['sanskrit']
0.05;18;6;Scots;Content in Scots;;;True;False;19281;grapeshotv2;language;scots;['scots']
0.05;18;6;Scots Gaelic;Content in Scots Gaelic;;;True;False;19283;grapeshotv2;language;scots gaelic;['scots gaelic']
0.05;18;6;Serbian;Content in Serbian;;;True;False;19286;grapeshotv2;language;serbian;['serbian']
0.05;18;6;Seselwa;Content in Seselwa;;;True;False;19287;grapeshotv2;language;seselwa;['seselwa']
0.05;18;6;Sesotho;Content in Sesotho;;;True;False;19289;grapeshotv2;language;sesotho;['sesotho']
0.05;18;6;Shona;Content in Shona;;;True;False;19292;grapeshotv2;language;shona;['shona']
0.05;18;6;Sindhi;Content in Sindhi;;;True;False;19294;grapeshotv2;language;sindhi;['sindhi']
0.05;18;6;Sinhalese;Content in Sinhalese;;;True;False;19296;grapeshotv2;language;sinhalese;['sinhalese']
0.05;18;6;Siswant;Content in Siswant;;;True;False;19299;grapeshotv2;language;siswant;['siswant']
0.05;14;6;Slovak;;;;True;False;18436;equativ;language;slovak;['slovak']
0.05;18;6;Slovak;Content in Slovak;;;True;False;19301;grapeshotv2;language;slovak;['slovak']
0.05;14;6;Slovene;;;;True;False;18437;equativ;language;slovene;['slovene']
0.05;18;6;Slovenian;Content in Slovenian;;;True;False;19303;grapeshotv2;language;slovenian;['slovenian']
0.05;14;6;Somali;;;;True;False;18438;equativ;language;somali;['somali']
0.05;18;6;Somali;Content in Somali;;;True;False;19308;grapeshotv2;language;somali;['somali']
0.05;18;6;Spanish;Content in Spanish;;;True;False;19309;grapeshotv2;language;spanish;['spanish']
0.05;14;6;Spanish;;;;True;False;18439;equativ;language;spanish;['spanish']
0.15;7;6;Spanish;;;;True;False;3979;sirdata;language;spanish;['spanish']
0.3;4;6;Spanish;;;;True;False;13228;qwarry;language;spanish;['spanish']
0.05;18;6;Sundanese;Content in Sundanese;;;True;False;19311;grapeshotv2;language;sundanese;['sundanese']
0.05;18;6;Swahili;Content in Swahili;;;True;False;19314;grapeshotv2;language;swahili;['swahili']
0.05;14;6;Swahili/Kiswahili;;;;True;False;18440;equativ;language;swahili/kiswahili;['swahili', 'kiswahili']
0.05;14;6;Swati;;;;True;False;18441;equativ;language;swati;['swati']
0.15;7;6;Swedish;;;;True;False;3980;sirdata;language;swedish;['swedish']
0.05;14;6;Swedish;;;;True;False;18442;equativ;language;swedish;['swedish']
0.05;18;6;Swedish;Content in Swedish;;;True;False;19316;grapeshotv2;language;swedish;['swedish']
0.05;18;6;Syriac;Content in Syriac;;;True;False;19317;grapeshotv2;language;syriac;['syriac']
0.05;18;6;Tagalog;Content in Tagalog;;;True;False;19319;grapeshotv2;language;tagalog;['tagalog']
0.05;14;6;Tagalog;;;;True;False;18443;equativ;language;tagalog;['tagalog']
0.05;14;6;Tahitian;;;;True;False;18444;equativ;language;tahitian;['tahitian']
0.05;18;6;Tajik;Content in Tajik;;;True;False;19322;grapeshotv2;language;tajik;['tajik']
0.05;14;6;Tamil;;;;True;False;18445;equativ;language;tamil;['tamil']
0.05;18;6;Tamil;Content in Tamil;;;True;False;19324;grapeshotv2;language;tamil;['tamil']
0.05;18;6;Tatar;Content in Tatar;;;True;False;19326;grapeshotv2;language;tatar;['tatar']
0.05;14;6;Tatar;;;;True;False;18446;equativ;language;tatar;['tatar']
0.05;18;6;Telugu;Content in Telugu;;;True;False;19329;grapeshotv2;language;telugu;['telugu']
0.05;14;6;Thai;;;;True;False;18447;equativ;language;thai;['thai']
0.15;7;6;Thai;;;;True;False;3981;sirdata;language;thai;['thai']
0.05;18;6;Thai;Content in Thai;;;True;False;19330;grapeshotv2;language;thai;['thai']
0.05;14;6;Tibetan;;;;True;False;18448;equativ;language;tibetan;['tibetan']
0.05;18;6;Tibetan;Content in Tibetan;;;True;False;19332;grapeshotv2;language;tibetan;['tibetan']
0.05;18;6;Tigrinya;Content in Tigrinya;;;True;False;19334;grapeshotv2;language;tigrinya;['tigrinya']
0.05;18;6;Tonga;Content in Tonga;;;True;False;19337;grapeshotv2;language;tonga;['tonga']
0.05;14;6;Tonga;;;;True;False;18449;equativ;language;tonga;['tonga']
0.05;18;6;Tsonga;Content in Tsonga;;;True;False;19339;grapeshotv2;language;tsonga;['tsonga']
0.05;18;6;Tswana;Content in Tswana;;;True;False;19341;grapeshotv2;language;tswana;['tswana']
0.05;18;6;Tumbuka;Content in Tumbuka;;;True;False;19344;grapeshotv2;language;tumbuka;['tumbuka']
0.05;14;6;Turkish;;;;True;False;18450;equativ;language;turkish;['turkish']
0.15;7;6;Turkish;;;;True;False;3982;sirdata;language;turkish;['turkish']
0.05;18;6;Turkish;Content in Turkish;;;True;False;19346;grapeshotv2;language;turkish;['turkish']
0.05;18;6;Turkmen;Content in Turkmen;;;True;False;19348;grapeshotv2;language;turkmen;['turkmen']
0.05;18;6;Twi;Content in Twi;;;True;False;19349;grapeshotv2;language;twi;['twi']
0.05;18;6;Uighur;Content in Uighur;;;True;False;19352;grapeshotv2;language;uighur;['uighur']
0.15;7;6;Ukrainian;;;;True;False;3983;sirdata;language;ukrainian;['ukrainian']
0.05;18;6;Ukrainian;Content in Ukrainian;;;True;False;19353;grapeshotv2;language;ukrainian;['ukrainian']
0.05;14;6;Ukrainian;;;;True;False;18451;equativ;language;ukrainian;['ukrainian']
0.05;14;6;Urdu;;;;True;False;18452;equativ;language;urdu;['urdu']
0.05;18;6;Urdu;Content in Urdu;;;True;False;19358;grapeshotv2;language;urdu;['urdu']
0.15;7;6;Urdu;;;;True;False;3984;sirdata;language;urdu;['urdu']
0.05;14;6;Uyghur;;;;True;False;18453;equativ;language;uyghur;['uyghur']
0.05;18;6;Uzbek;Content in Uzbek;;;True;False;19361;grapeshotv2;language;uzbek;['uzbek']
0.05;14;6;Uzbek;;;;True;False;18454;equativ;language;uzbek;['uzbek']
0.05;14;6;Venda;;;;True;False;18455;equativ;language;venda;['venda']
0.05;18;6;Venda;Content in Venda;;;True;False;19363;grapeshotv2;language;venda;['venda']
0.15;7;6;Vietnamese;;;;True;False;3985;sirdata;language;vietnamese;['vietnamese']
0.05;18;6;Vietnamese;Content in Vietnamese;;;True;False;19366;grapeshotv2;language;vietnamese;['vietnamese']
0.05;14;6;Vietnamese;;;;True;False;18456;equativ;language;vietnamese;['vietnamese']
0.05;18;6;Volapuk;Content in Volapuk;;;True;False;19368;grapeshotv2;language;volapuk;['volapuk']
0.05;14;6;Walloon;;;;True;False;18457;equativ;language;walloon;['walloon']
0.05;18;6;Waray Philippines;Content in Waray Philippines;;;True;False;19369;grapeshotv2;language;waray philippines;['waray philippines']
0.05;18;6;Welsh;Content in Welsh;;;True;False;19372;grapeshotv2;language;welsh;['welsh']
0.05;14;6;Welsh;;;;True;False;18458;equativ;language;welsh;['welsh']
0.05;18;6;Wolof;Content in Wolof;;;True;False;19374;grapeshotv2;language;wolof;['wolof']
0.05;14;6;Wolof;;;;True;False;18459;equativ;language;wolof;['wolof']
0.05;14;6;Xhosa;;;;True;False;18460;equativ;language;xhosa;['xhosa']
0.05;18;6;Xhosa;Content in Xhosa;;;True;False;19376;grapeshotv2;language;xhosa;['xhosa']
0.05;18;6;Yiddish;Content in Yiddish;;;True;False;19379;grapeshotv2;language;yiddish;['yiddish']
0.05;18;6;Yoruba;Content in Yoruba;;;True;False;19380;grapeshotv2;language;yoruba;['yoruba']
0.05;14;6;Yoruba;;;;True;False;18461;equativ;language;yoruba;['yoruba']
0.05;18;6;Zhuang;Content in Zhuang;;;True;False;19382;grapeshotv2;language;zhuang;['zhuang']
0.05;18;6;Zulu;Content in Zulu;;;True;False;19385;grapeshotv2;language;zulu;['zulu']
0.15;20;27;Mobile Apps : Fraudulent Apps;;;;True;False;22856;peer39;mobile app;s : fraudulent apps;['s', 'fraudulent apps']
0.0;20;27;Mobile Apps : Mobile App Categories;;;;True;True;22857;peer39;mobile app;s :  categories;['s', 'categories']
0.15;20;27;Mobile Apps : Mobile App Categories : Automotive Apps;;22857.0;[22857];False;False;22858;peer39;mobile app;s :  categories : automotive apps;['s', 'categories', 'automotive apps']
0.15;20;27;Mobile Apps : Mobile App Categories : Books & Reference Apps;;22857.0;[22857];False;False;22859;peer39;mobile app;s :  categories : books & reference apps;['s', 'categories', 'books & reference apps']
0.15;20;27;Mobile Apps : Mobile App Categories : Business Apps;;22857.0;[22857];False;False;22860;peer39;mobile app;s :  categories : business apps;['s', 'categories', 'business apps']
0.15;20;27;Mobile Apps : Mobile App Categories : Catalog Apps;;22857.0;[22857];False;False;22861;peer39;mobile app;s :  categories : catalog apps;['s', 'categories', 'catalog apps']
0.15;20;27;Mobile Apps : Mobile App Categories : Comics Apps;;22857.0;[22857];False;False;22862;peer39;mobile app;s :  categories : comics apps;['s', 'categories', 'comics apps']
0.15;20;27;Mobile Apps : Mobile App Categories : Developer Tools;;22857.0;[22857];False;False;25170;peer39;mobile app;s :  categories : developer tools;['s', 'categories', 'developer tools']
0.15;20;27;Mobile Apps : Mobile App Categories : Education Apps;;22857.0;[22857];False;False;22863;peer39;mobile app;s :  categories : education apps;['s', 'categories', 'education apps']
0.15;20;27;Mobile Apps : Mobile App Categories : Entertainment Apps;;22857.0;[22857];False;False;22864;peer39;mobile app;s :  categories : entertainment apps;['s', 'categories', 'entertainment apps']
0.15;20;27;Mobile Apps : Mobile App Categories : Finance Apps;;22857.0;[22857];False;False;22865;peer39;mobile app;s :  categories : finance apps;['s', 'categories', 'finance apps']
0.15;20;27;Mobile Apps : Mobile App Categories : Food & Drink Apps;;22857.0;[22857];False;False;22866;peer39;mobile app;s :  categories : food & drink apps;['s', 'categories', 'food & drink apps']
0.15;20;27;Mobile Apps : Mobile App Categories : Graphics and Design;;22857.0;[22857];False;False;25171;peer39;mobile app;s :  categories : graphics and design;['s', 'categories', 'graphics and design']
0.15;20;27;Mobile Apps : Mobile App Categories : Health & Fitness Apps;;22857.0;[22857];False;False;22867;peer39;mobile app;s :  categories : health & fitness apps;['s', 'categories', 'health & fitness apps']
0.15;20;27;Mobile Apps : Mobile App Categories : House & Home Apps;;22857.0;[22857];False;False;22868;peer39;mobile app;s :  categories : house & home apps;['s', 'categories', 'house & home apps']
0.15;20;27;Mobile Apps : Mobile App Categories : Lifestyle Apps;;22857.0;[22857];False;False;22869;peer39;mobile app;s :  categories : lifestyle apps;['s', 'categories', 'lifestyle apps']
0.15;20;27;Mobile Apps : Mobile App Categories : Media, Photo & Video Apps;;22857.0;[22857];False;False;22870;peer39;mobile app;s :  categories : media, photo & video apps;['s', 'categories', 'media, photo & video apps']
0.15;20;27;Mobile Apps : Mobile App Categories : Medical Apps;;22857.0;[22857];False;False;22871;peer39;mobile app;s :  categories : medical apps;['s', 'categories', 'medical apps']
0.15;20;27;Mobile Apps : Mobile App Categories : Mobile Games Apps;;22857.0;[22857];False;True;22872;peer39;mobile app;s :  categories : mobile games apps;['s', 'categories', 'mobile games apps']
0.15;20;27;Mobile Apps : Mobile App Categories : Mobile Games Apps : Action Games;;22872.0;[22872, 22857];False;False;22873;peer39;mobile app;s :  categories : mobile games apps : action games;['s', 'categories', 'mobile games apps', 'action games']
0.15;20;27;Mobile Apps : Mobile App Categories : Mobile Games Apps : Adventure Games;;22872.0;[22872, 22857];False;False;22874;peer39;mobile app;s :  categories : mobile games apps : adventure games;['s', 'categories', 'mobile games apps', 'adventure games']
0.15;20;27;Mobile Apps : Mobile App Categories : Mobile Games Apps : Arcade Games;;22872.0;[22872, 22857];False;False;22875;peer39;mobile app;s :  categories : mobile games apps : arcade games;['s', 'categories', 'mobile games apps', 'arcade games']
0.15;20;27;Mobile Apps : Mobile App Categories : Mobile Games Apps : Board Games;;22872.0;[22872, 22857];False;False;22876;peer39;mobile app;s :  categories : mobile games apps : board games;['s', 'categories', 'mobile games apps', 'board games']
0.15;20;27;Mobile Apps : Mobile App Categories : Mobile Games Apps : Card Games;;22872.0;[22872, 22857];False;False;22877;peer39;mobile app;s :  categories : mobile games apps : card games;['s', 'categories', 'mobile games apps', 'card games']
0.15;20;27;Mobile Apps : Mobile App Categories : Mobile Games Apps : Casino Games;;22872.0;[22872, 22857];False;False;22878;peer39;mobile app;s :  categories : mobile games apps : casino games;['s', 'categories', 'mobile games apps', 'casino games']
0.15;20;27;Mobile Apps : Mobile App Categories : Mobile Games Apps : Casual Games;;22872.0;[22872, 22857];False;False;22879;peer39;mobile app;s :  categories : mobile games apps : casual games;['s', 'categories', 'mobile games apps', 'casual games']
0.15;20;27;Mobile Apps : Mobile App Categories : Mobile Games Apps : Dice Games;;22872.0;[22872, 22857];False;False;22880;peer39;mobile app;s :  categories : mobile games apps : dice games;['s', 'categories', 'mobile games apps', 'dice games']
0.15;20;27;Mobile Apps : Mobile App Categories : Mobile Games Apps : Educational Games;;22872.0;[22872, 22857];False;False;22881;peer39;mobile app;s :  categories : mobile games apps : educational games;['s', 'categories', 'mobile games apps', 'educational games']
0.15;20;27;Mobile Apps : Mobile App Categories : Mobile Games Apps : Family Games;;22872.0;[22872, 22857];False;False;22882;peer39;mobile app;s :  categories : mobile games apps : family games;['s', 'categories', 'mobile games apps', 'family games']
0.15;20;27;Mobile Apps : Mobile App Categories : Mobile Games Apps : Music Games;;22872.0;[22872, 22857];False;False;22883;peer39;mobile app;s :  categories : mobile games apps : music games;['s', 'categories', 'mobile games apps', 'music games']
0.15;20;27;Mobile Apps : Mobile App Categories : Mobile Games Apps : Puzzle Games;;22872.0;[22872, 22857];False;False;22884;peer39;mobile app;s :  categories : mobile games apps : puzzle games;['s', 'categories', 'mobile games apps', 'puzzle games']
0.15;20;27;Mobile Apps : Mobile App Categories : Mobile Games Apps : Racing Games;;22872.0;[22872, 22857];False;False;22885;peer39;mobile app;s :  categories : mobile games apps : racing games;['s', 'categories', 'mobile games apps', 'racing games']
0.15;20;27;Mobile Apps : Mobile App Categories : Mobile Games Apps : Role Playing Games;;22872.0;[22872, 22857];False;False;22886;peer39;mobile app;s :  categories : mobile games apps : role playing games;['s', 'categories', 'mobile games apps', 'role playing games']
0.15;20;27;Mobile Apps : Mobile App Categories : Mobile Games Apps : Simulation Games;;22872.0;[22872, 22857];False;False;22887;peer39;mobile app;s :  categories : mobile games apps : simulation games;['s', 'categories', 'mobile games apps', 'simulation games']
0.15;20;27;Mobile Apps : Mobile App Categories : Mobile Games Apps : Sports Games;;22872.0;[22872, 22857];False;False;22888;peer39;mobile app;s :  categories : mobile games apps : sports games;['s', 'categories', 'mobile games apps', 'sports games']
